STATE,COUNTY,TOTAL,NUM.M11-12,NUM.F11-12,NUM.M11-12,PP.F11-12,PP.M11-12,PPF11-12,PP.M18-26,PP.F18-26
29,63,230216,1576,1353,12412,4345,0.006845745,0.005877089,0.053914585,0.01887358
29,65,280954,2460,2207,7304,7335,0.008755882,0.007855378,0.025997138,0.026107477
29,67,243946,1948,1824,6026,5863,0.007985374,0.007477065,0.024702188,0.024034008
29,69,568460,5212,4971,15252,16562,0.009168631,0.008744679,0.026830384,0.029134856
29,71,1832834,16383,15410,55494,54001,0.008938616,0.008407745,0.030277701,0.029463116
29,73,270320,2207,2109,6664,6552,0.008164398,0.007801864,0.024652264,0.02423794
29,75,121532,1014,1027,3289,3427,0.008343482,0.008450449,0.027062831,0.028198335
29,77,5060764,36749,34557,226411,229929,0.007261552,0.006828416,0.044738502,0.045433654
29,79,184424,1394,1594,5573,5328,0.007558669,0.008643127,0.03021841,0.028889949
29,81,158018,1469,1253,3860,4023,0.009296409,0.007929476,0.024427597,0.025459125
29,83,397302,3197,3177,10262,10514,0.008046776,0.007996436,0.025829218,0.026463496
29,85,169606,1047,1084,3014,2969,0.006173131,0.006391283,0.017770598,0.017505277
29,87,84492,599,552,2042,1975,0.007089429,0.006533163,0.024167969,0.023374994
29,89,182762,1386,1368,6421,6542,0.007583633,0.007485145,0.035133124,0.035795187
29,91,726610,6424,6086,21193,21541,0.008841056,0.008375883,0.029166953,0.02964589
29,93,186884,1539,1487,5108,4627,0.008235055,0.007956807,0.027332463,0.024758674
29,95,12233196,103301,99184,430290,451621,0.008444318,0.008107775,0.035173964,0.036917662
29,97,2114500,18687,18049,75977,77011,0.00883755,0.008535824,0.035931426,0.03642043
29,99,3977164,35276,33748,121551,118953,0.008869637,0.008485443,0.03056223,0.029909
29,101,965044,7188,6888,61316,50420,0.007448365,0.007137498,0.063536999,0.052246322
29,103,72974,691,627,1846,1645,0.009469126,0.008592101,0.025296681,0.022542275
29,105,639828,5619,5442,18364,18341,0.008782048,0.008505411,0.028701464,0.028665516
29,107,594684,5223,4977,16858,16131,0.008782816,0.008369151,0.028347828,0.02712533
29,109,690694,6750,6260,18261,18382,0.009772779,0.009063348,0.026438625,0.026613812
29,111,183170,1545,1502,6373,6087,0.008434787,0.008200033,0.034792815,0.033231424
29,113,964714,9434,9095,28531,29775,0.009779064,0.009427665,0.029574568,0.03086407
29,115,224868,1909,1965,5562,5557,0.008489425,0.00873846,0.024734511,0.024712276
29,117,271876,2013,2011,7116,9374,0.007404111,0.007396754,0.026173697,0.034478954
29,119,411426,4215,3969,12562,11360,0.010244856,0.009646935,0.03053283,0.027611284
29,121,278398,2434,2234,6983,6984,0.008742879,0.008024483,0.025082795,0.025086387
29,123,221964,1941,1743,6287,6243,0.008744661,0.007852625,0.028324413,0.028126183
29,125,163380,1353,1383,4126,4087,0.008281307,0.008464928,0.025254009,0.025015302
29,127,518848,4396,4166,16027,16858,0.008472616,0.008029327,0.030889586,0.032491211
29,129,67290,634,608,1458,1451,0.009421905,0.009035518,0.02166741,0.021563382
29,131,448206,4061,3743,12758,12352,0.009060566,0.008351071,0.02846459,0.027558756
29,133,255696,2030,1849,10086,7006,0.007939115,0.007231243,0.039445279,0.027399725
29,135,283454,2552,2450,9952,7404,0.009003225,0.008643378,0.035109753,0.02612064
29,137,156738,1327,1258,3935,3713,0.008466358,0.008026133,0.02510559,0.023689214
29,139,216060,1766,1707,5696,5260,0.008173655,0.007900583,0.026363047,0.024345089
29,141,365988,2905,2719,8866,8637,0.007937419,0.007429205,0.024224838,0.023599134
29,143,333584,2760,2776,9123,9474,0.008273778,0.008321742,0.027348434,0.028400643
29,145,1053810,9879,9061,31130,30842,0.009374555,0.008598324,0.029540429,0.029267135
29,147,417352,2493,2264,28177,24800,0.005973375,0.005424677,0.067513753,0.059422262
29,149,196742,1461,1594,4805,4627,0.007425969,0.008101981,0.024422848,0.02351811
29,151,248162,2205,2140,8024,6244,0.008885325,0.008623399,0.032333717,0.025160984
29,153,172128,1269,1227,3609,3675,0.007372421,0.007128416,0.020966955,0.02135039
29,155,322072,3022,3017,9057,10123,0.009382995,0.009367471,0.028121041,0.03143086
29,157,343190,3175,2858,9967,9589,0.009251435,0.008327748,0.029042222,0.027940791
29,159,759536,6699,6513,25359,25125,0.008819858,0.008574972,0.033387489,0.033079406
29,161,809950,6149,5643,46320,30381,0.007591827,0.006967097,0.057188715,0.037509723
29,163,333054,2597,2418,13696,8271,0.007797534,0.007260084,0.041122461,0.024833811
29,165,1668002,14963,14205,51129,50559,0.008970613,0.008516177,0.030652841,0.030311115
29,167,560398,4996,4624,19213,18924,0.008915092,0.008251279,0.034284562,0.033768857
29,169,954350,7356,6821,77366,40580,0.007707864,0.007147273,0.081066695,0.042521088
29,171,88554,753,735,2128,2002,0.008503286,0.00830002,0.024030535,0.022607674
29,173,183910,1603,1399,4236,4229,0.00871622,0.007606982,0.023033005,0.022994943
29,175,453860,3676,3624,17937,13265,0.008099414,0.007984841,0.039520998,0.029227074
29,177,416764,3917,3545,11288,10513,0.009398604,0.008506013,0.027084873,0.025225307
29,179,118800,1073,803,2726,2677,0.009031987,0.006759259,0.022946128,0.02253367
29,181,252252,2155,2016,6686,6970,0.008543044,0.007992008,0.026505241,0.027631099
29,183,6694726,61278,59269,210665,205201,0.009153175,0.008853088,0.031467307,0.030651142
29,185,172706,1304,1196,4149,3587,0.007550404,0.006925063,0.024023485,0.0207694
29,186,324630,2734,2675,8943,8208,0.008421896,0.00824015,0.027548286,0.02528417
29,187,1185990,9184,8951,50036,33720,0.007743742,0.007547281,0.042189226,0.028431943
29,189,17996910,151174,144944,552160,576914,0.008399998,0.008053827,0.030680822,0.032056281
29,195,419078,3433,3181,15269,13948,0.008191792,0.007590472,0.036434745,0.033282587
29,197,79354,780,735,2197,1929,0.009829372,0.009262293,0.027686065,0.024308794
29,199,87702,894,817,2453,2288,0.01019361,0.009315637,0.027969716,0.026088345
29,201,703442,6109,5660,20726,22102,0.00868444,0.00804615,0.029463694,0.03141979
29,203,150060,1198,1233,4195,3860,0.007983473,0.008216713,0.027955484,0.025723044
29,205,112216,966,936,2587,2864,0.008608398,0.008341057,0.023053753,0.025522207
29,207,537492,4348,4101,15338,15396,0.008089423,0.007629881,0.028536239,0.028644147
29,209,568634,3914,3848,11430,11085,0.006883162,0.006767094,0.020100803,0.019494086
29,211,117806,1037,958,3243,2873,0.008802608,0.008132014,0.027528309,0.024387552
29,213,954358,7457,7175,30077,31226,0.00781363,0.007518143,0.031515427,0.032719378
29,215,464864,3510,3513,16077,11517,0.007550595,0.007557049,0.034584309,0.024774988
29,217,377224,3400,3119,9985,10873,0.009013212,0.008268297,0.026469684,0.028823723
29,219,593376,5237,4867,17134,16818,0.00882577,0.008202219,0.028875452,0.028342906
29,221,451372,3916,3701,14292,12394,0.008675771,0.008199445,0.031663462,0.027458504
29,223,241282,1785,1766,5952,5890,0.007397982,0.007319236,0.024668231,0.02441127
29,225,660722,6841,6211,19088,17439,0.010353825,0.009400323,0.028889609,0.026393854
29,227,37864,317,286,886,918,0.008372068,0.007553349,0.023399535,0.024244665
29,229,334042,3185,3002,8775,8679,0.009534729,0.008986894,0.026269152,0.025981763
29,510,5714550,36735,35985,253847,277602,0.006428328,0.006297084,0.044421171,0.048578103
30,1,167046,1098,964,6415,6058,0.00657304,0.005770866,0.038402596,0.03626546
30,3,235522,2537,2442,7829,7874,0.010771817,0.010368458,0.033241056,0.033432121
30,5,118170,1246,1125,3474,3518,0.010544131,0.009520183,0.029398324,0.029770669
30,7,102066,860,791,2071,2074,0.00842592,0.007749887,0.020290792,0.020320185
30,9,184008,1455,1260,3603,3503,0.007907265,0.006847528,0.01958067,0.019037216
30,11,21000,130,116,520,483,0.006190476,0.00552381,0.024761905,0.023
30,13,1472420,11232,10499,58846,51436,0.007628258,0.007130438,0.039965499,0.034932967
30,15,104878,945,1008,2996,2720,0.009010469,0.009611167,0.028566525,0.025934896
30,17,213500,1619,1528,6450,6306,0.007583138,0.007156909,0.030210773,0.0295363
30,19,31854,246,197,673,634,0.007722735,0.006184467,0.021127645,0.019903309
30,21,166090,1252,1196,5797,4679,0.007538082,0.007200915,0.034902764,0.028171473
30,23,166072,1018,953,5599,3482,0.006129871,0.005738475,0.033714293,0.02096681
30,25,54162,411,407,1701,1413,0.007588346,0.007514494,0.031405783,0.026088401
30,27,206820,1580,1363,4916,4570,0.007639493,0.006590272,0.023769461,0.022096509
30,29,1674782,13848,12906,45104,46033,0.008268539,0.007706078,0.026931266,0.027485965
30,31,1699604,11759,11592,95714,78909,0.00691867,0.006820412,0.056315471,0.046427874
30,33,22684,167,198,436,452,0.007362017,0.008728619,0.019220596,0.019925939
30,35,244558,2642,2493,8177,8524,0.010803163,0.010193901,0.033435831,0.034854717
30,37,15418,127,127,296,279,0.008237125,0.008237125,0.01919834,0.018095732
30,39,56864,327,420,978,919,0.005750563,0.007386044,0.017198931,0.016161367
30,41,294780,2727,2611,11238,9744,0.009250967,0.008857453,0.038123346,0.03305516
30,43,207284,1780,1687,4181,3665,0.008587252,0.008138592,0.020170394,0.017681056
30,45,36292,286,237,757,640,0.007880525,0.006530365,0.020858591,0.01763474
30,47,523714,4552,4361,13772,13933,0.008691767,0.008327064,0.026296796,0.026604215
30,49,1169204,9441,8738,35108,34853,0.008074724,0.007473461,0.030027266,0.029809169
30,51,42706,364,340,1118,1288,0.008523392,0.007961411,0.026178991,0.030159697
30,53,350026,2469,2347,6951,6634,0.007053762,0.006705216,0.019858525,0.018952878
30,55,30816,235,195,717,648,0.007625909,0.006327882,0.023267134,0.021028037
30,57,139610,820,890,3268,2560,0.005873505,0.006374902,0.023408065,0.018336795
30,59,33772,261,159,690,740,0.007728296,0.004708042,0.020431126,0.021911643
30,61,76070,501,430,1712,1442,0.006586039,0.005652688,0.022505587,0.018956225
30,63,2007456,13593,12794,100770,96801,0.006771257,0.006373241,0.050197862,0.048220733
30,65,82908,626,675,1519,1487,0.007550538,0.008141554,0.018321513,0.017935543
30,67,283170,1979,2031,6235,5952,0.006988735,0.00717237,0.022018575,0.021019176
30,69,8864,74,79,181,134,0.008348375,0.008912455,0.020419675,0.015117329
30,71,75432,618,552,1631,1611,0.008192809,0.007317849,0.021622123,0.021356984
30,73,111032,917,977,2886,2945,0.00825888,0.008799265,0.025992507,0.026523885
30,75,31600,252,238,766,569,0.007974684,0.007531646,0.024240506,0.018006329
30,77,125584,761,708,5769,1934,0.006059689,0.005637661,0.045937381,0.015400051
30,79,21020,134,112,370,398,0.006374881,0.005328259,0.017602284,0.018934348
30,81,733610,5925,5627,15593,15038,0.008076498,0.007670288,0.021255163,0.02049863
30,83,192694,1691,1487,6339,5477,0.008775572,0.007716898,0.032896717,0.028423303
30,85,195944,2000,1983,6919,6655,0.010206998,0.010120238,0.035311109,0.033963786
30,87,167612,1709,1679,4808,4725,0.010196167,0.010017183,0.028685297,0.028190106
30,89,204936,1495,1287,3833,3876,0.00729496,0.006280009,0.0187034,0.018913222
30,91,63668,491,411,1611,1239,0.00771188,0.006455362,0.025303135,0.019460325
30,93,619636,4510,4314,24077,19437,0.007278467,0.006962152,0.038856684,0.031368416
30,95,166466,1398,1321,3358,3096,0.008398111,0.007935554,0.020172287,0.018598392
30,97,65380,632,493,1260,1202,0.009666565,0.007540532,0.019271949,0.018384827
30,99,109274,936,931,2398,2435,0.008565624,0.008519867,0.021944836,0.022283434
30,101,93452,693,628,3870,2008,0.007415572,0.006720027,0.041411634,0.021486967
30,103,12774,82,77,271,257,0.006419289,0.006027869,0.021214968,0.020118992
30,105,134930,1153,1061,2962,2974,0.008545172,0.007863337,0.021952123,0.022041058
30,107,38364,311,300,779,893,0.008106558,0.007819831,0.020305495,0.023277031
30,109,19084,150,151,435,395,0.007859987,0.007912387,0.022793964,0.020697967
30,111,2741840,22227,21586,90941,92976,0.0081066,0.007872815,0.033167873,0.033910075
31,1,565978,4820,4446,20359,18553,0.008516232,0.007855429,0.035971363,0.032780426
31,3,117544,964,946,2868,2416,0.008201184,0.00804805,0.024399374,0.020554005
31,5,8336,69,96,175,133,0.008277351,0.011516315,0.020993282,0.015954894
31,7,13376,88,103,290,266,0.006578947,0.007700359,0.021680622,0.019886364
31,9,8798,73,70,154,150,0.00829734,0.007956354,0.017503978,0.017049329
31,11,97342,831,760,2431,2110,0.008536911,0.007807524,0.024973804,0.021676152
31,13,203166,1756,1712,5199,5247,0.008643178,0.008426607,0.025589912,0.025826172
31,15,36990,280,297,681,650,0.007569613,0.008029197,0.018410381,0.017572317
31,17,54638,446,424,1083,1087,0.008162817,0.007760167,0.01982137,0.019894579
31,19,854446,6836,6238,41096,39388,0.008000506,0.007300637,0.048096661,0.046097705
31,21,120648,1068,868,2552,2500,0.008852198,0.007194483,0.021152443,0.020721438
31,23,148994,1402,1326,3475,3066,0.009409775,0.008899687,0.023323087,0.02057801
31,25,456656,4327,4006,11325,10165,0.009475404,0.008772468,0.024799849,0.022259644
31,27,157178,1424,1318,3848,3057,0.009059792,0.008385397,0.024481798,0.019449287
31,29,71674,570,656,1879,1575,0.007952675,0.009152552,0.026215922,0.021974496
31,31,103554,858,743,2398,2264,0.008285532,0.007175,0.023157,0.021862989
31,33,180794,1609,1478,5109,4981,0.008899632,0.00817505,0.028258681,0.027550693
31,35,115324,1082,980,2972,2574,0.009382262,0.008497798,0.025770872,0.022319725
31,37,189282,1872,1690,6614,5402,0.009890005,0.008928477,0.034942572,0.028539428
31,39,163698,1531,1453,3757,3725,0.009352588,0.008876101,0.0229508,0.022755318
31,41,195170,1633,1571,4719,4129,0.008367065,0.008049393,0.024178921,0.021155915
31,43,374750,3757,3693,13051,12324,0.01002535,0.00985457,0.034825884,0.032885924
31,45,164360,994,1000,8989,7851,0.0060477,0.006084205,0.054690922,0.047767097
31,47,433822,4230,4290,13740,12148,0.009750543,0.009888848,0.031671976,0.028002268
31,49,34844,270,273,656,717,0.007748823,0.007834921,0.018826771,0.020577431
31,51,106074,987,971,2563,2371,0.009304825,0.009153987,0.024162377,0.02235232
31,53,660768,5328,5208,19758,19573,0.008063344,0.007881738,0.029901569,0.029621592
31,55,9587446,84025,81684,363574,369016,0.008764065,0.008519892,0.037921882,0.0384895
31,57,34974,304,292,661,653,0.008692171,0.008349059,0.018899754,0.018671013
31,59,103746,846,725,2446,2024,0.008154531,0.006988221,0.023576813,0.019509186
31,61,56552,415,427,1226,1100,0.007338379,0.007550573,0.021679163,0.019451125
31,63,48798,416,347,1369,1411,0.00852494,0.007110947,0.028054428,0.028915119
31,65,88104,816,726,1919,1730,0.009261782,0.008240262,0.021781077,0.019635885
31,67,395524,3221,3066,10094,9684,0.008143627,0.007751742,0.025520575,0.024483976
31,69,35784,276,179,765,736,0.007712944,0.005002236,0.02137827,0.020567852
31,71,36290,264,286,775,631,0.007274731,0.007880959,0.021355745,0.01738771
31,73,35934,307,290,800,739,0.008543441,0.008070351,0.022263038,0.020565481
31,75,11208,79,64,334,221,0.007048537,0.005710207,0.029800143,0.019718059
31,77,44772,393,364,996,962,0.008777808,0.008130081,0.022246047,0.021486643
31,79,1082288,10238,9627,35733,33049,0.009459589,0.008895045,0.033016166,0.030536234
31,81,164048,1548,1498,4060,3586,0.009436263,0.009131474,0.024748854,0.021859456
31,83,62060,462,473,1158,1142,0.007444409,0.007621656,0.018659362,0.018401547
31,85,17038,122,114,434,353,0.007160465,0.006690926,0.025472473,0.020718394
31,87,51828,401,352,1099,1052,0.007737131,0.006791696,0.021204754,0.020297908
31,89,187158,1481,1524,4235,3751,0.0079131,0.008142853,0.02262794,0.02004189
31,91,13118,105,113,225,197,0.008004269,0.008614118,0.017152005,0.015017533
31,93,113890,1034,890,2566,2462,0.009078936,0.007814558,0.022530512,0.02161735
31,95,133848,1045,1043,3134,2978,0.007807364,0.007792421,0.02341462,0.022249118
31,97,93376,688,615,3885,1552,0.00736806,0.006586275,0.04160598,0.016620973
31,99,117522,1026,943,2764,2839,0.00873028,0.00802403,0.023519001,0.024157179
31,101,147680,1161,1132,3404,3173,0.007861593,0.007665222,0.023049837,0.021485645
31,103,14570,113,89,169,219,0.007755662,0.006108442,0.011599176,0.015030885
31,105,67622,543,473,1750,1569,0.008029931,0.006994765,0.025879152,0.023202508
31,107,154850,1377,1373,3120,2845,0.008892477,0.008866645,0.020148531,0.018372619
31,109,5310976,41147,39434,260647,239641,0.00774754,0.007425001,0.049077043,0.045121838
31,111,647540,5690,5417,18232,17734,0.008787102,0.008365506,0.02815579,0.027386725
31,113,13804,104,130,344,286,0.007534048,0.00941756,0.024920313,0.020718632
31,115,10872,89,80,270,185,0.008186166,0.007358352,0.024834437,0.017016188
31,117,9306,106,88,161,162,0.011390501,0.009456265,0.017300666,0.017408124
31,119,630644,5264,5036,22448,20663,0.008347023,0.007985488,0.03559536,0.03276492
31,121,140510,1212,1188,3582,3438,0.008625721,0.008454914,0.025492847,0.024468009
31,123,88530,818,797,2063,2027,0.009239806,0.009002598,0.023302835,0.022896193
31,125,65952,589,547,1602,1443,0.008930738,0.008293911,0.024290393,0.021879549
31,127,129028,845,999,4945,4149,0.006548966,0.007742506,0.038325015,0.032155811
31,129,79426,656,576,1589,1487,0.00825926,0.007252033,0.020006043,0.018721829
31,131,284994,2379,2419,7392,6813,0.008347544,0.008487898,0.025937388,0.023905766
31,133,49146,395,399,1030,819,0.008037277,0.008118667,0.020957962,0.016664632
31,135,52844,548,369,1213,1134,0.010370146,0.006982817,0.022954356,0.02145939
31,137,165830,1445,1416,4464,4013,0.008713743,0.008538865,0.026919134,0.024199481
31,139,129736,1266,1131,3203,2849,0.009758278,0.008717704,0.024688598,0.02195998
31,141,585498,5419,5191,18098,16174,0.009255369,0.008865957,0.030910439,0.027624347
31,143,95512,857,816,2008,1815,0.008972695,0.008543429,0.021023536,0.019002848
31,145,197190,1655,1529,6302,5330,0.008392921,0.007753943,0.031959024,0.027029768
31,147,148374,1212,1077,3367,3314,0.008168547,0.007258684,0.022692655,0.02233545
31,149,25896,199,181,535,497,0.007684584,0.006989496,0.020659561,0.019192153
31,151,257518,2147,2093,9641,7818,0.008337281,0.008127587,0.03743816,0.030359043
31,153,3004834,29675,28292,107325,101804,0.009875754,0.009415495,0.035717447,0.033880075
31,155,376066,3582,3254,9304,8394,0.009524924,0.008652736,0.024740338,0.02232055
31,157,661878,5637,5383,19603,20140,0.008516675,0.008132919,0.029617241,0.030428568
31,159,305198,2641,2479,11099,9033,0.008653399,0.008122596,0.036366555,0.02959718
31,161,96146,828,777,2011,1986,0.008611903,0.008081459,0.020916107,0.020656086
31,163,56096,422,452,1049,1014,0.007522818,0.008057616,0.018700086,0.018076155
31,165,23446,186,220,455,475,0.007933123,0.009383264,0.019406295,0.020259319
31,167,109390,1017,1042,3016,2790,0.009297011,0.009525551,0.027571076,0.025505074
31,169,93328,733,692,1987,1733,0.00785402,0.007414709,0.021290502,0.018568918
31,171,12228,118,80,291,231,0.009649984,0.006542362,0.023797841,0.01889107
31,173,125400,1511,1498,4126,3753,0.012049442,0.011945774,0.032902711,0.02992823
31,175,76012,604,617,1554,1656,0.007946114,0.008117139,0.02044414,0.021786034
31,177,365382,3596,3217,9424,8907,0.009841755,0.008804484,0.025792185,0.024377227
31,179,170654,1155,1135,9736,8861,0.00676808,0.006650884,0.057051109,0.051923776
31,181,67062,509,544,1535,1357,0.007589991,0.008111896,0.022889267,0.020235006
31,183,14248,99,124,314,324,0.006948344,0.008702976,0.022038181,0.022740034
31,185,247912,1884,1808,8135,7640,0.007599471,0.00729291,0.032814063,0.030817387
32,1,439810,3704,3718,14596,13259,0.008421819,0.00845365,0.033187058,0.030147109
32,3,36345624,310987,299116,1297332,1263269,0.008556381,0.008229767,0.035694311,0.034757114
32,5,850358,6206,5850,20140,18549,0.007298103,0.006879455,0.023684142,0.021813166
32,7,912980,9234,8735,34174,30191,0.010114132,0.00956757,0.037431269,0.033068632
32,9,14234,101,64,285,242,0.007095686,0.004496277,0.020022481,0.017001546
32,11,35866,250,309,899,807,0.00697039,0.008615402,0.025065522,0.022500418
32,13,303472,2875,2830,10522,9110,0.009473691,0.009325407,0.034672062,0.030019244
32,15,105424,999,911,3461,3168,0.009476021,0.008641296,0.032829337,0.030050083
32,17,94172,959,818,3098,1912,0.010183494,0.008686234,0.032897252,0.020303275
32,19,933956,7855,7732,24144,23001,0.00841046,0.008278763,0.025851325,0.024627499
32,21,83062,481,534,2166,2252,0.005790855,0.006428933,0.026076906,0.027112278
32,23,783568,5672,5306,19216,15706,0.007238683,0.006771588,0.024523717,0.020044208
32,27,120682,887,765,5500,2317,0.007349895,0.006338974,0.045574319,0.019199218
32,29,71344,429,360,1355,1271,0.00601312,0.005045974,0.018992487,0.017815093
32,31,7778870,64328,59248,292770,280841,0.008269582,0.00761653,0.037636572,0.036103059
32,33,179360,1209,1339,7619,4091,0.006740633,0.007465433,0.042478814,0.022808876
32,510,984744,7377,7189,33528,27139,0.007491287,0.007300375,0.034047428,0.027559447
33,1,1084922,8219,7740,27696,26876,0.00757566,0.007134153,0.025528102,0.024772288
33,3,856654,5991,5577,18589,17780,0.006993489,0.006510213,0.021699543,0.020755171
33,5,1379630,9561,9254,50056,49309,0.006930119,0.006707596,0.036282192,0.035740742
33,7,585342,4066,3738,16588,12764,0.006946366,0.00638601,0.028338988,0.021806055
33,9,1604466,10546,9971,62995,59108,0.006572903,0.006214529,0.039262284,0.036839671
33,11,7257984,60428,57644,232265,223686,0.008325728,0.00794215,0.032001311,0.030819302
33,13,2649264,21030,19780,81917,76913,0.007938054,0.007466225,0.030920663,0.029031837
33,15,5367200,45515,43494,150694,137404,0.008480213,0.008103667,0.028076837,0.025600686
33,17,2246226,16174,15661,93223,96367,0.007200522,0.006972139,0.041502057,0.042901738
33,19,779900,6039,5712,20083,19623,0.0077433,0.007324016,0.025750737,0.025160918
34,1,4937984,40819,38528,156991,156173,0.008266329,0.007802374,0.031792529,0.031626874
34,3,16564596,137620,131635,464351,452068,0.008308081,0.007946768,0.028032739,0.027291218
34,5,8096886,67448,65423,269772,226447,0.008330116,0.00808002,0.033317994,0.027967172
34,7,9219504,78482,75249,307009,304934,0.008512605,0.008161936,0.033299948,0.033074881
34,9,1730838,11478,10919,52303,44867,0.00663147,0.006308505,0.03021831,0.025922126
34,11,2811686,22867,22163,108533,89151,0.008132843,0.007882459,0.038600683,0.03170731
34,13,14205044,121136,118078,480541,484377,0.008527675,0.008312399,0.033828899,0.034098944
34,15,5224040,46785,44099,167249,160720,0.008955712,0.008441551,0.03201526,0.030765461
34,17,11790810,76121,72868,536686,508740,0.00645596,0.006180067,0.045517314,0.043147163
34,19,2277678,21004,20400,59648,47399,0.009221672,0.00895649,0.026188074,0.020810229
34,21,6651148,53593,51629,241986,226488,0.008057707,0.007762419,0.036382591,0.034052467
34,23,14814714,119385,112247,517184,508079,0.008058542,0.007576724,0.034910158,0.034295566
34,25,11318136,100958,96993,319342,300150,0.00892002,0.008569697,0.02821507,0.026519384
34,27,8928660,80006,76765,240628,225496,0.008960583,0.008597595,0.026950069,0.025255301
34,29,10481312,85459,81050,291320,282166,0.008153464,0.007732811,0.02779423,0.026920866
34,31,9090392,78567,74965,318299,317515,0.008642862,0.008246619,0.035014882,0.034928637
34,33,1173368,10042,9416,34542,33779,0.00855827,0.008024763,0.029438335,0.02878807
34,35,5912348,54655,51995,154477,147033,0.009244212,0.008794306,0.02612786,0.0248688
34,37,2637184,23389,22664,71682,64298,0.00886893,0.008594015,0.027181266,0.02438131
34,39,9806650,83763,80793,312362,301796,0.008541449,0.008238593,0.03185206,0.030774627
34,41,1939188,16713,16232,54153,52068,0.008618556,0.008370514,0.027925606,0.026850414
35,1,12064802,99235,95925,454778,445821,0.008225166,0.007950814,0.037694609,0.036952202
35,3,65288,381,327,1060,908,0.005835682,0.005008577,0.016235755,0.013907609
35,5,1181488,11327,10757,39548,38348,0.009587063,0.009104621,0.033473044,0.032457376
35,6,492234,4290,3996,17837,16151,0.008715367,0.00811809,0.03623683,0.03281163
35,7,236858,1680,1603,6481,5538,0.007092857,0.006767768,0.027362386,0.023381098
35,9,896258,8248,7644,44846,35015,0.009202707,0.008528794,0.050036931,0.039067992
35,11,34632,297,276,681,726,0.008575884,0.007969508,0.019663895,0.020963271
35,13,3821326,34432,33740,165309,157738,0.009010485,0.008829396,0.043259591,0.041278342
35,15,994910,9070,8993,34210,31089,0.009116402,0.009039009,0.03438502,0.031248053
35,17,524426,4108,3774,13725,13264,0.007833326,0.00719644,0.026171471,0.025292415
35,19,82126,655,611,3404,2028,0.00797555,0.007439788,0.041448506,0.024693763
35,21,12436,61,54,214,204,0.004905114,0.004342232,0.017208106,0.016403988
35,23,84280,735,665,2496,2291,0.00872093,0.007890365,0.029615567,0.027183199
35,25,1207528,12090,11594,47288,41570,0.01001219,0.009601434,0.039160997,0.034425703
35,27,360966,2437,2372,8050,7843,0.006751328,0.006571256,0.022301269,0.021727808
35,28,323126,2935,2890,6541,5816,0.009083144,0.008943879,0.020242877,0.017999171
35,29,447136,4075,3961,13929,12722,0.009113558,0.008858602,0.031151596,0.028452194
35,31,1319878,13874,13892,48892,49229,0.010511578,0.010525215,0.037042818,0.037298144
35,33,84838,698,582,2072,1975,0.008227445,0.006860133,0.024423018,0.023279662
35,35,1168218,9511,9264,52136,39835,0.00814146,0.007930027,0.044628657,0.034098944
35,37,158004,1265,1161,3674,3634,0.008006126,0.007347915,0.023252576,0.022999418
35,39,721466,6083,6073,21722,21326,0.008431444,0.008417583,0.030108141,0.029559259
35,41,356492,3093,3048,18179,16670,0.008676212,0.008549981,0.050994132,0.046761218
35,43,2440684,23646,22374,69344,68257,0.009688268,0.009167102,0.028411708,0.027966341
35,45,2261798,21691,21360,79452,76839,0.009590158,0.009443814,0.035127805,0.03397253
35,47,518546,3836,3654,17649,16161,0.007397608,0.007046627,0.034035553,0.031165991
35,49,2629568,18998,18920,73968,68895,0.007224761,0.007195098,0.028129335,0.026200121
35,51,210494,1205,1051,4363,4181,0.005724629,0.004993016,0.020727432,0.019862799
35,53,315928,2603,2531,12426,10010,0.008239219,0.008011319,0.039331746,0.031684434
35,55,593036,4410,3955,14949,13938,0.007436311,0.006669072,0.025207576,0.023502789
35,57,287072,2600,2423,9160,6680,0.009056961,0.008440391,0.031908371,0.023269424
35,59,79094,545,500,3686,1728,0.006890535,0.006321592,0.046602776,0.021847422
35,61,1373530,12816,12506,43745,40061,0.009330703,0.009105007,0.031848594,0.029166454
36,1,5513924,38943,37624,229493,231654,0.007062665,0.006823453,0.041620632,0.042012549
36,3,868266,6777,6481,33575,30106,0.007805212,0.007464302,0.038669025,0.034673706
36,5,25484744,226896,217355,1019627,1055601,0.008903209,0.008528828,0.040009309,0.041420899
36,7,3576248,26234,24635,142700,133839,0.007335621,0.006888504,0.039902154,0.037424418
36,9,1426556,12102,11201,43838,42093,0.008483368,0.007851777,0.030729954,0.029506728
36,11,1427194,11130,10712,48796,40043,0.007798519,0.007505637,0.034190166,0.028057153
36,13,2395146,18956,17797,81363,75507,0.00791434,0.007430445,0.033969954,0.031525009
36,15,1588684,12651,12171,51699,47667,0.007963195,0.007661058,0.032542028,0.030004079
36,17,896080,7412,7226,25348,23221,0.008271583,0.008064012,0.028287653,0.025913981
36,19,1471412,9999,9406,62444,54086,0.006795513,0.006392499,0.042438148,0.03675789
36,21,1122262,8228,7522,30583,27681,0.007331621,0.006702535,0.027251212,0.024665363
36,23,881858,6731,6154,37956,40083,0.007632748,0.006978448,0.043040943,0.045452896
36,25,847782,5642,5569,24566,22108,0.006655013,0.006568906,0.028976789,0.026077459
36,27,5341014,42709,41140,181423,168108,0.007996422,0.007702657,0.033967894,0.031474922
