STATEFIP,COUNTYFIPS,totalpop,targage1wtd,targage2wtd,malewtd,femalewtd,targ1wtd,targ2wtd,coveredwtd,insurlikelywtd,likelytarg1wtd,targage1pp,targage2pp,malepp,femalepp,targ1pp,targ2pp,coveredpp,insurlikelypp,likelytarg1pp
12,57,2752476,121308,108816,644790,678091,59470,54741,1120785,424896,0,1.112229658,1.054197613,1.121682403,1.146996814,1.113205703,1.0956589,1.103067109,1.071767752,0
22,109,226440,9972,9039,55882,57242,4999,4412,93444,37667,0,-0.501589183,-0.496203171,-0.490378913,-0.495032016,-0.4978808,-0.496626857,-0.517979891,-0.459837096,0
28,47,406468,17891,17591,98341,100329,8552,7936,163788,71509,0,-0.386803028,-0.363316559,-0.37415276,-0.381075005,-0.392793866,-0.385136165,-0.406983708,-0.32598201,0
53,53,1722624,75774,71047,412666,420542,37712,33252,753911,270155,1,0.452212888,0.467317999,0.486272253,0.465828151,0.469670242,0.4157998,0.524174612,0.45972148,1
42,75,277726,12209,10273,66903,69973,6094,4880,122653,47468,0,-0.469163797,-0.477028466,-0.460210317,-0.461360916,-0.46549403,-0.481820488,-0.47189085,-0.421071252,0
26,21,308020,13530,11318,75905,79133,6937,5285,139859,61976,0,-0.45001586,-0.460790567,-0.435568478,-0.437134439,-0.440560654,-0.469007284,-0.444741408,-0.363687835,0
9,15,232384,10195,10901,58388,58801,4925,5266,110385,44151,0,-0.498356791,-0.467270188,-0.483519054,-0.490908755,-0.500069495,-0.469608398,-0.491248594,-0.434190965,0
1,3,417126,18258,12683,97155,102449,8928,6091,173940,69795,0,-0.381483351,-0.439580297,-0.377399285,-0.375468004,-0.38167293,-0.443507427,-0.390964811,-0.332761385,0
18,105,290992,12711,34351,71243,71683,6189,16989,127706,34309,0,-0.461887291,-0.102888633,-0.448330115,-0.456838287,-0.462684219,-0.098721515,-0.463917693,-0.473118976,0
6,95,880414,38451,36141,213170,216285,18690,16781,390334,150640,0,-0.088785177,-0.075074434,-0.059822866,-0.074393195,-0.092942662,-0.105302123,-0.049515531,-0.012995577,0
8,69,679986,29688,41743,162119,163157,14672,20251,295824,90444,0,-0.215805139,0.011973134,-0.199568535,-0.214906763,-0.211782881,0.004480141,-0.198643379,-0.251088503,0
37,119,2109670,92078,79196,485703,525597,45384,40538,868359,256097,0,0.688539884,0.593942532,0.686201821,0.743678867,0.696584667,0.646310918,0.704762739,0.404117946,0
32,3,4311328,187886,160038,1035720,1034153,92593,78416,1715025,603213,0,2.077279874,1.850118806,2.191803934,2.088713833,2.092883298,1.844677662,2.040721666,1.777064054,0
39,113,1062478,46280,43385,256154,276340,22244,21697,483027,210438,0,0.024696425,0.037487613,0.057840408,0.084440984,0.012173849,0.050228024,0.096745262,0.223523141,0
17,119,531518,23141,20780,130249,136868,11395,10468,247112,94858,0,-0.310704111,-0.313763775,-0.286808637,-0.284436223,-0.308706574,-0.305029914,-0.275506311,-0.233629832,0
5,119,786500,34214,30988,188024,203642,16673,14980,345480,141339,0,-0.150200626,-0.155145144,-0.128656867,-0.107831552,-0.152599387,-0.162281333,-0.120290904,-0.049783774,0
36,91,454106,19752,16134,111145,113806,10183,7712,215474,64445,0,-0.359827774,-0.385956385,-0.339103426,-0.345430875,-0.344553847,-0.392222974,-0.325428085,-0.353922212,0
53,67,550444,23940,20403,130441,135896,11289,10122,242502,88732,0,-0.299122581,-0.31962185,-0.286283062,-0.28700698,-0.311841731,-0.315976503,-0.282780455,-0.257859968,0
24,33,1816098,78926,80960,431382,465926,38413,39526,780128,262383,0,0.497901228,0.621352726,0.53750494,0.585860295,0.49040369,0.614293727,0.56554256,0.428980929,0
53,61,1575240,68433,56404,379786,378970,34362,26588,689277,205893,0,0.345804861,0.239785415,0.396267403,0.35587803,0.370587431,0.204967233,0.422188269,0.205546326,0
19,103,293094,12692,26420,70437,71494,6733,13287,133508,31520,0,-0.462162697,-0.226125738,-0.450536438,-0.457338157,-0.446594354,-0.215843688,-0.454762686,-0.484150294,0
39,29,207370,8965,6953,52738,52522,4417,3385,93029,42488,0,-0.51618568,-0.528616814,-0.498985216,-0.507515529,-0.51509459,-0.529118611,-0.518634722,-0.44076862,0
12,95,2628734,113636,126138,617941,637796,57068,63202,1031015,354043,0,1.001023776,1.323358265,1.048186655,1.040424118,1.042161849,1.363344127,0.961418534,0.79152325,0
12,33,630374,27243,33396,153802,155583,13171,14943,270846,106426,0,-0.251245492,-0.117728053,-0.222335273,-0.234938568,-0.256177895,-0.163451922,-0.238056302,-0.187874982,0
17,115,213100,9207,8571,52044,56487,4604,4365,99205,46072,0,-0.512677882,-0.503475263,-0.500884954,-0.497028849,-0.509563698,-0.498113821,-0.508889578,-0.426592844,0
6,79,565774,24441,37209,142713,136670,11818,16169,250477,88942,0,-0.29186057,-0.058479146,-0.252690011,-0.284959896,-0.29619552,-0.124664298,-0.270196659,-0.257029356,0
22,55,482796,20855,21987,114914,120226,10367,11239,202969,64755,0,-0.343839754,-0.295008614,-0.328786264,-0.328451183,-0.339111687,-0.28063737,-0.345159793,-0.352696071,0
34,29,1184994,51156,37542,282007,304054,24592,18344,539069,236449,0,0.0953742,-0.053304772,0.128609732,0.157739301,0.081620547,-0.055852648,0.185174241,0.326404314,0
6,89,359262,15482,12973,88029,91134,7262,6110,157292,83676,0,-0.421721559,-0.435074086,-0.402380558,-0.405394051,-0.430948143,-0.442906314,-0.417233782,-0.277857938,0
55,139,339772,14627,18343,85368,84011,7434,9070,158167,52816,0,-0.434114811,-0.351631487,-0.40966471,-0.424233046,-0.425860906,-0.349259195,-0.415853114,-0.399918336,0
40,109,1565940,67388,63576,373897,390624,32644,32285,636497,241572,0,0.330657553,0.351228677,0.380147009,0.386700668,0.319774216,0.385206299,0.338906417,0.346667289,0
12,105,1332298,57325,47826,312304,325438,27645,23557,538333,262480,0,0.18479405,0.106494797,0.211543946,0.214295959,0.171919001,0.109073849,0.184012903,0.429364593,0
21,111,1530704,65836,58143,367263,392759,32580,28555,692689,270326,0,0.308161264,0.266807143,0.361987271,0.392347342,0.317881291,0.267198274,0.427572082,0.460397836,0
51,700,363650,15628,20058,88172,93352,7842,9584,160041,53426,0,-0.419605284,-0.324982687,-0.401989114,-0.399527858,-0.413793507,-0.332997499,-0.412896119,-0.397505606,0
47,9,257340,11029,8889,61475,64640,5483,4494,112777,45971,0,-0.486267935,-0.49853397,-0.475068782,-0.475465698,-0.483565552,-0.494032579,-0.487474244,-0.426992328,0
6,85,3838804,164496,141590,949162,934872,80704,67207,1740147,491430,0,1.738241084,1.563461624,1.954862335,1.826134262,1.741242839,1.490052475,2.080361808,1.334929336,0
51,810,905204,38723,40508,221321,228481,18391,19218,409148,100634,0,-0.084842529,-0.007217109,-0.037510533,-0.042137069,-0.101786172,-0.028201438,-0.019828817,-0.210784049,0
23,19,303612,12980,14968,75534,77380,6489,6962,137653,60321,0,-0.457988128,-0.404074461,-0.436584044,-0.441770794,-0.453811132,-0.41595113,-0.448222267,-0.370233848,0
23,11,241138,10301,9154,59032,61929,5140,4406,111183,47332,0,-0.496820318,-0.494416225,-0.481756186,-0.482635783,-0.493710449,-0.496816682,-0.489989426,-0.421609172,0
12,1,526992,22478,48703,124312,132231,11491,24995,223842,67876,0,-0.320314317,0.120122201,-0.303060426,-0.296700216,-0.305867186,0.154568632,-0.312224171,-0.340351596,0
42,101,3135744,133582,155741,738465,822340,66024,79542,1374843,661372,0,1.290141677,1.783349188,1.378105892,1.528508288,1.307053089,1.880301533,1.503946622,2.007100044,0
48,485,263676,11222,16307,69125,63465,4974,6343,106534,42296,0,-0.483470393,-0.383268197,-0.454127872,-0.478573352,-0.498620224,-0.435534767,-0.497325108,-0.441528037,0
24,5,1662052,70681,66988,390268,434919,34599,34024,764552,254593,0,0.378389692,0.404246582,0.424960555,0.503852612,0.37759717,0.440223981,0.540965104,0.398169182,0
6,73,6635498,282093,317329,1633500,1618824,137325,142282,2854348,964496,0,3.442813319,4.294210026,3.828151231,3.635058658,3.415919803,3.8652408,3.838465679,3.206044824,0
31,109,619274,26256,40005,150590,151272,12860,19897,272891,74796,0,-0.265552088,-0.015033055,-0.231127717,-0.246340352,-0.265376329,-0.006719548,-0.234829485,-0.312980956,0
39,49,2529036,107161,111463,601343,629954,53687,55663,1103039,370542,0,0.907168446,1.095328443,1.002751725,1.019683503,0.942162153,1.124828712,1.075065599,0.856781659,0
18,167,215862,9145,14747,54878,53376,4700,7141,93329,38799,0,-0.513576574,-0.407508505,-0.493127236,-0.505256859,-0.50672431,-0.41028801,-0.51816135,-0.455359703,0
12,11,3819264,161654,133552,906474,957305,79245,65305,1525397,566159,0,1.697046205,1.438561883,1.838009323,1.885465327,1.698090057,1.429877874,1.741506604,1.630504561,0
17,161,289568,12252,11637,72499,74136,5847,5668,133611,58045,0,-0.468540511,-0.455833735,-0.444891973,-0.450350564,-0.472799539,-0.456890106,-0.454600161,-0.379236099,0
42,51,265466,11230,8855,66028,68020,5336,4401,121414,57831,0,-0.483354433,-0.499062284,-0.462605519,-0.466526234,-0.487913365,-0.49697487,-0.473845875,-0.380082532,0
6,7,453728,19141,29880,110945,112889,9684,14492,199410,98359,1,-0.368684238,-0.172361978,-0.339650901,-0.347856168,-0.35931275,-0.177720452,-0.350775558,-0.219782345,1
13,51,578164,24355,29210,136669,146159,11828,14770,234912,85186,0,-0.293107143,-0.182772879,-0.269234698,-0.259863276,-0.295899751,-0.168925216,-0.294756758,-0.271885443,0
20,45,238880,10054,24996,57562,58644,5361,11862,103773,23286,0,-0.50040059,-0.248252789,-0.485780125,-0.49132399,-0.487173941,-0.260927183,-0.501681705,-0.516718191,0
53,73,433600,18249,27030,103967,105848,8949,13827,188538,70327,0,-0.381613806,-0.216647156,-0.358752295,-0.366478289,-0.381051814,-0.198759417,-0.367930547,-0.330657168,0
39,139,242214,10191,9337,61502,60249,5110,4254,105187,49733,0,-0.498414771,-0.491572651,-0.474994873,-0.487079067,-0.494597757,-0.501625588,-0.499450547,-0.412112509,0
27,109,306204,12880,10259,73347,76767,5966,5339,142125,41558,0,-0.459437631,-0.477246007,-0.44257068,-0.443392064,-0.469279881,-0.467298857,-0.441165874,-0.444447044,0
32,31,907232,38050,37256,220949,219103,18070,18450,378254,133548,0,-0.094597685,-0.057748829,-0.038528836,-0.066940116,-0.111280376,-0.052499069,-0.068576629,-0.080599476,0
24,3,1136692,47555,43479,276700,282748,23247,19863,523630,141994,0,0.043177591,0.038948247,0.11408249,0.101388939,0.041839538,-0.007795224,0.160812959,-0.047193056,0
9,11,539602,22568,25141,136378,136034,11295,10588,258220,95584,0,-0.319009765,-0.245999683,-0.270031274,-0.286641996,-0.311664269,-0.301233409,-0.257978937,-0.230758288,0
6,23,273292,11409,14884,67274,67627,5551,7361,116241,59331,0,-0.480759823,-0.405379709,-0.459194751,-0.467565645,-0.481554319,-0.403327751,-0.48200838,-0.37414959,0
41,39,739038,30804,41281,177108,182928,15949,20001,321622,144547,0,-0.199628684,0.004794274,-0.15853804,-0.162616186,-0.174013105,-0.003429244,-0.157936573,-0.037095189,0
25,3,253806,10549,11052,62135,66711,5084,5660,124758,58875,0,-0.49322555,-0.46492385,-0.473262115,-0.469988292,-0.495366758,-0.457143207,-0.468569359,-0.375953204,0
21,67,636898,26355,39074,152681,158688,13919,19374,278611,87636,0,-0.26411708,-0.029499547,-0.225403869,-0.226726427,-0.234054331,-0.023265982,-0.225803866,-0.262194971,0
19,13,265808,10994,17864,64717,67865,5701,9203,123666,43433,0,-0.486775261,-0.359074505,-0.466194216,-0.466936179,-0.477117775,-0.345051402,-0.470292431,-0.437030867,0
5,125,237406,9812,7085,57026,58590,5196,3467,106484,41561,0,-0.503908388,-0.526565711,-0.487247358,-0.49146681,-0.492054139,-0.526524332,-0.497404004,-0.444435178,0
55,25,1062546,43837,60444,256135,260599,21285,29998,485433,120300,0,-0.010714937,0.302561597,0.057788398,0.042809,-0.016190455,0.312851245,0.100541703,-0.132999222,0
6,41,521302,21455,13554,126860,132429,10451,6325,243418,80507,0,-0.335142735,-0.426046125,-0.296085597,-0.296176543,-0.336627222,-0.436104243,-0.281335094,-0.290392267,0
38,17,350498,14419,23879,84331,82674,7553,11651,153362,37771,0,-0.437129777,-0.265609471,-0.412503367,-0.42776916,-0.422341248,-0.267602704,-0.42343495,-0.459425746,0
6,97,1006140,41370,38101,244242,253363,19669,18724,448394,167901,0,-0.04647418,-0.044618662,0.025232812,0.023671141,-0.063986819,-0.043830383,0.042097661,0.055276766,0
36,47,5258300,216038,214605,1234643,1372234,107388,109535,2322853,1152968,0,2.485344005,2.698016814,2.736330538,2.982874489,2.530474398,2.829206273,2.999816802,3.951507145,0
12,111,613014,25109,19060,143070,150442,11640,9544,242497,126481,0,-0.282177889,-0.340490269,-0.251712768,-0.248535546,-0.301460219,-0.334263001,-0.282788345,-0.108551544,0
27,53,2464966,100572,92769,596833,613134,49734,45631,1127709,348873,0,0.811660683,0.804848751,0.990406169,0.975197767,0.825244436,0.807440909,1.113992527,0.771074376,0
53,35,529622,21607,23544,131054,126457,10518,9524,237334,83932,0,-0.33293949,-0.270814922,-0.284605052,-0.31197136,-0.334645566,-0.334895752,-0.290935071,-0.276845383,0
18,163,363442,14818,16835,87625,94046,7246,9125,162752,61040,0,-0.43134626,-0.375063785,-0.403486457,-0.397692359,-0.431421374,-0.34751913,-0.408618418,-0.367389991,0
12,31,1852510,75500,76485,436020,464616,36237,38036,776012,296763,0,0.44824125,0.551817227,0.55020088,0.582395591,0.426044228,0.567153792,0.559047901,0.564963964,0
41,29,433054,17584,14514,102976,107799,8237,7432,186152,95887,0,-0.391253002,-0.411129013,-0.361465032,-0.361318261,-0.402110608,-0.401081486,-0.371695429,-0.229559833,0
47,65,715476,28946,29219,169458,182080,14237,15272,314091,116536,0,-0.226560453,-0.182633031,-0.179478949,-0.164858987,-0.224648858,-0.153043171,-0.169819779,-0.147886951,0
42,21,269464,10871,11074,67875,69983,5377,5210,127609,56519,0,-0.48855815,-0.464582,-0.457549589,-0.461334468,-0.48670071,-0.4713801,-0.46407075,-0.385271879,0
15,1,396898,15997,13394,96279,97220,7456,6670,181183,85171,0,-0.414256617,-0.428532311,-0.379797225,-0.389297726,-0.425210213,-0.425189291,-0.379536042,-0.271944772,0
12,101,1024736,41266,29225,237556,250849,19750,14566,420552,195536,0,-0.047981663,-0.182539799,0.006930731,0.017022083,-0.061591086,-0.175379274,-0.001834383,0.164581338,0
35,49,297302,11952,9213,71723,75592,6181,4501,125549,58375,0,-0.47288902,-0.493499444,-0.447016175,-0.446499718,-0.462920835,-0.493811116,-0.467321235,-0.377930852,0
42,3,2450730,97545,98206,592651,636746,47586,49214,1152109,392667,0,0.767784222,0.88933244,0.978958472,1.037647066,0.761713129,0.920798216,1.152493421,0.944292556,0
6,1,3295408,131112,127174,786870,819060,65411,62910,1471713,467894,0,1.254338949,1.339456315,1.51060847,1.519833305,1.288922414,1.354105965,1.656798326,1.241837518,0
37,63,612424,24301,26060,141028,153650,12114,13417,252653,82785,0,-0.293889875,-0.231719655,-0.257302485,-0.24005099,-0.28744074,-0.211730808,-0.266763136,-0.281382106,0
15,3,1985210,78679,89196,497028,490025,38388,38448,942433,292302,0,0.494320955,0.749329122,0.717202579,0.649597617,0.489664266,0.580188459,0.82164451,0.547319394,0
42,129,710916,28148,24334,174991,184184,13527,11475,338465,130741,0,-0.238127488,-0.258539381,-0.16433306,-0.159294303,-0.245648498,-0.273170911,-0.131359911,-0.091701989,0
44,3,329228,12940,10489,79619,85336,6093,5162,156344,53701,0,-0.458567929,-0.473672115,-0.425401872,-0.42072867,-0.465523607,-0.472898702,-0.418729636,-0.3964179,0
12,99,2887620,113459,93143,676537,722490,54722,45616,1174877,511753,0,0.998458155,0.810660209,1.208585809,1.264423818,0.972774305,0.806966346,1.188419173,1.415312792,0
37,49,206890,8123,11703,52761,51432,4248,4367,91813,37981,0,-0.528390496,-0.454808183,-0.498922257,-0.510398374,-0.520093096,-0.498050546,-0.520553455,-0.458595134,0
48,453,2398646,94144,101992,578229,570150,46626,50565,960242,249408,0,0.718486619,0.948161803,0.939480067,0.861513172,0.733319249,0.963540532,0.849745429,0.377660979,0
37,21,512176,20062,16811,120206,129776,9589,8458,217236,87189,0,-0.355334314,-0.375436713,-0.314300082,-0.303193229,-0.362122561,-0.368621369,-0.322647815,-0.263962988,0
41,17,362614,14127,10271,84491,86319,6982,4960,149656,64077,0,-0.441362327,-0.477059543,-0.412065387,-0.41812882,-0.439229691,-0.479289485,-0.429282668,-0.355377761,0
42,107,287146,11153,9322,74257,71345,5225,3991,129206,54465,0,-0.484470551,-0.49180573,-0.44007967,-0.457732234,-0.491196407,-0.509946261,-0.461550835,-0.393396054,0
12,9,1158260,44885,36681,273471,287122,21619,17081,484255,220561,0,0.004475856,-0.066683558,0.10524351,0.112957346,-0.006311751,-0.095810861,0.09868293,0.26356259,0
12,91,402340,15551,17311,99214,96641,7240,7306,169665,58825,0,-0.420721402,-0.367667383,-0.371763033,-0.390829072,-0.431598836,-0.405067816,-0.397710357,-0.376150969,0
24,510,1229328,47122,60275,292691,328544,23238,31886,564350,277761,0,0.036901242,0.299935564,0.157855834,0.222510745,0.041573345,0.37258292,0.22506527,0.489805452,0
6,81,1529594,58506,48902,371511,383100,28267,23432,699677,205270,0,0.201912682,0.123214395,0.373615635,0.366801104,0.190315869,0.105119156,0.438598486,0.203082177,0
47,37,1368820,52089,59864,321478,345678,26487,30792,570949,198370,0,0.108898064,0.293549175,0.236656613,0.267826952,0.137668883,0.337971452,0.235477868,0.175790643,0
12,53,365670,13868,10008,85052,91713,6811,5027,151778,84135,0,-0.44511654,-0.48114621,-0.41052972,-0.403862705,-0.444287351,-0.47716977,-0.425934352,-0.276042458,0
41,19,216914,8178,6746,53252,54171,3884,3131,96654,55638,0,-0.52759327,-0.531833316,-0.497578206,-0.503154234,-0.530859108,-0.537154546,-0.512914815,-0.388756494,0
53,33,4299940,160474,154695,1037942,1041203,79186,75395,1907930,530411,0,1.679942067,1.767095751,2.197886379,2.107359757,1.696345016,1.749100654,2.345107524,1.489110682,0
36,81,4666108,173472,182768,1120386,1190330,83986,90927,1988047,893050,0,1.868348488,2.203312526,2.423566423,2.501772623,1.838314417,2.240494927,2.471524578,2.923454832,0
29,510,622808,22843,29384,152545,162915,10930,15261,267882,114105,0,-0.315023631,-0.180069153,-0.225776152,-0.215546807,-0.322459859,-0.153391184,-0.242733214,-0.157502273,0
4,25,451124,16541,12476,107164,111422,7943,5821,189709,105212,1,-0.40637132,-0.4427968,-0.350000911,-0.351736107,-0.410806234,-0.452049563,-0.366082819,-0.192676709,1
12,71,1444672,52394,41974,333525,347555,26030,20583,566004,285109,0,0.113319049,0.015562565,0.269633755,0.272791264,0.124152213,0.014983804,0.227675126,0.518868958,0
22,71,782990,28296,34001,182687,199848,14176,17809,327329,147637,0,-0.235982223,-0.108327164,-0.143266231,-0.117865969,-0.226453052,-0.072778732,-0.148931466,-0.024873328,0
12,83,698040,25181,20915,164345,176060,11749,10042,283750,161430,0,-0.281134247,-0.311666056,-0.193475141,-0.180780755,-0.29823633,-0.318507506,-0.21769501,0.029682053,0
12,81,751776,27118,21265,170687,182646,13048,10323,299080,144773,0,-0.253057371,-0.306227525,-0.176114717,-0.163362023,-0.259815861,-0.309617357,-0.193505718,-0.036201292,0
45,51,644684,23155,20883,145376,154934,11193,10491,250060,121206,0,-0.310501181,-0.312163293,-0.245400384,-0.236655051,-0.314681119,-0.30430225,-0.270854645,-0.129415724,0
10,5,440502,15811,12897,102479,108829,7864,6171,191512,97948,0,-0.416952693,-0.436255024,-0.362825507,-0.358594104,-0.413142814,-0.440976424,-0.363237856,-0.221407971,0
12,85,317402,11361,8233,75563,77504,5357,3919,130852,63635,0,-0.481455584,-0.50872733,-0.43650466,-0.441442837,-0.487292249,-0.512224164,-0.458953603,-0.357126001,0
12,21,730272,26014,20098,170781,177251,12875,9079,281223,145597,0,-0.269059886,-0.324361141,-0.175857403,-0.177630784,-0.264932675,-0.348974457,-0.221682377,-0.032942129,0
51,760,446340,15739,25687,102882,113943,8492,13419,183358,73144,0,-0.417996336,-0.237515575,-0.361722346,-0.345068536,-0.394568484,-0.211667533,-0.376104097,-0.319515103,0
25,25,1568460,55062,100296,371429,396622,27494,52277,731960,300437,0,0.151991793,0.921808237,0.37339117,0.40256425,0.16745288,1.017704001,0.489538009,0.579495717,0
34,17,1355966,47488,53267,331956,336591,23013,25549,549486,209713,0,0.042206424,0.191040641,0.265338815,0.243793546,0.03491853,0.172095829,0.201611283,0.220655552,0
12,103,1921460,66429,57727,450321,489268,32826,28830,807654,363638,0,0.316756818,0.260343061,0.589348062,0.647595495,0.325157223,0.275898598,0.608975987,0.829474303,0
12,61,303126,10309,8944,69933,75446,4673,4500,122206,68846,0,-0.496704357,-0.497679344,-0.451916074,-0.44688586,-0.507522888,-0.493842753,-0.472596174,-0.33651496,0
41,51,1599532,54073,58964,385506,392969,27045,29453,698875,249265,0,0.137656207,0.279564382,0.411925181,0.392902752,0.154172826,0.295608785,0.437333006,0.377095372,0
12,17,287242,9423,6435,67917,72624,4587,3165,122643,80444,0,-0.509546955,-0.536665839,-0.45743462,-0.454349519,-0.510066507,-0.536078869,-0.471906629,-0.290641451,0
37,19,253906,7917,5811,57824,61403,3674,2962,102929,55168,0,-0.531376473,-0.546361962,-0.485062933,-0.484026954,-0.53707027,-0.54250129,-0.503013458,-0.390615482,0
12,115,825138,25151,20088,190016,208229,11979,9889,346711,179754,0,-0.281569098,-0.324516527,-0.123204019,-0.0956998,-0.29143363,-0.32334805,-0.118348502,0.102158875,0
12,15,356930,10406,8023,82823,86705,4695,3815,145716,88815,0,-0.495298339,-0.511990449,-0.416631326,-0.417107923,-0.506872195,-0.515514468,-0.435499616,-0.257531678,0
36,61,3287468,87557,139926,773545,861358,45487,75760,1512081,536665,0,0.623007846,1.537605295,1.474132964,1.631703559,0.699631094,1.760648356,1.720495215,1.513847096,0
51,13,460100,11637,16008,112781,113249,5634,7902,206738,32984,0,-0.477454955,-0.387914256,-0.334625083,-0.346904036,-0.479099431,-0.386211842,-0.339212667,-0.478359742,0
51,510,311620,7328,7998,73215,78193,3577,4295,129549,26905,0,-0.539914047,-0.512378915,-0.442932013,-0.439620562,-0.539939235,-0.500328449,-0.461009614,-0.502403979,0
6,75,1741774,40130,58494,433165,416623,20512,29208,791378,243045,0,-0.064448019,0.272261212,0.542385678,0.455463133,-0.039053444,0.287857588,0.583293997,0.352493438,0
,,,,,,,,,,,,,,,,,,,,
